0,55,0,0
0,66,0.006106,1
1,188,1.392741,1
1,188,0.259575,1
1,188,0.260294,1
1,188,0.259869,1
1,174,0.27935,1
1,174,0.259987,1
1,189,0.24021,1
1,189,0.259953,1
1,189,0.260487,1
1,189,0.259734,1
1,175,0.279151,1
1,175,0.261088,1
2,84,0.337338,0
2,148,0.031774,0
0,66,0.001108,1
3,455,0.001032,1
0,66,0.043385,1
0,54,0.000194,0
4,71,0.001663,1
4,91,0.000786,0
5,85,0.000665,0
5,65,0.000276,0
4,71,0.000806,1
4,91,0.000638,1
3,455,0.001661,1
0,54,8.30E-05,0
5,85,0.413268,1
5,65,0.000653,1
4,71,0.593188,1
4,91,0.001241,1
4,71,0.001426,1
4,91,0.00098,1
6,92,0.001945,0
4,71,0.001364,1
4,91,0.000946,1
0,66,0.000548,1
0,66,0.000214,1
4,71,0.000789,1
4,91,0.000954,1
5,85,0.001023,0
5,65,0.000588,0
5,85,0.000712,0
5,65,0.001278,0
4,71,0.003615,1
4,91,0.001016,1
4,71,0.001568,1
4,91,0.000965,1
5,85,0.415873,1
5,85,0.000143,1
5,65,0.000385,1
5,65,0.0003,1
6,92,0.323252,0
4,71,0.249215,1
4,91,0.001239,1
4,71,0.002083,1
4,91,0.001783,1
4,71,0.011571,1
4,91,0.001607,1
6,92,0.491366,0
7,571,0.769698,0
0,54,0.045625,0
7,1466,0.001909,0
0,1466,0,0
0,54,0.000236,0
7,1466,0.013178,0
7,103,0,0
0,54,0.00059,0
7,118,0.008148,0
7,146,0.001063,0
7,423,0.000986,0
0,54,0.044245,0
7,113,0.014601,0
7,85,0.000952,0
0,54,0.028756,0
0,54,0.01522,0
7,1466,0.163919,0
7,593,0,0
0,54,0.000492,0
7,201,0.275936,0
0,54,0.043846,0
7,1466,0.220898,0
7,1466,0,0
0,54,0.000117,0
7,1466,0.018346,0
7,1395,0,0
0,54,0.000303,0
0,55,0.25141,0
0,66,0.005421,1
2,80,0.383836,0
2,128,0.018822,0
0,66,0.004378,1
3,455,0.000374,1
3,467,0.045185,1
0,54,0.000128,0
0,66,0.028042,1
0,54,0.00014,0
8,571,0.002899,0
0,54,0.073849,0
8,1466,0.001161,0
0,1466,0,0
0,54,0.000239,0
0,1466,0.013845,0
8,1131,0,0
0,54,0.000736,0
8,180,0.037697,0
8,153,0.000507,0
8,430,0.000657,0
0,54,0.071998,0
8,328,0.019784,0
8,132,0,0
0,54,0.000341,0
8,92,0.0009,0
8,771,0.017307,0
8,92,0,0
0,54,0.000359,0
8,146,0.004137,0
0,54,0.072357,0
8,1002,0.023099,0
8,92,0,0
0,54,0.00039,0
8,201,0.036271,0
8,771,0.103225,0
8,92,0,0
0,54,0.000369,0
8,193,0.003567,0
0,54,0.113984,0
0,1466,0.271587,0
0,1466,0,0
0,54,0.000235,0
8,1200,0.001527,0
0,1466,0,0
0,54,0.000376,0
0,1466,0.018298,0
8,632,0,0
0,54,0.000456,0
2,81,0.308014,0
2,85,0.000785,0
2,145,0.020484,0
2,130,0,0
2,85,0.023487,0
3,455,0.012919,1
0,66,0.004203,1
9,1392,0.001036,0
9,119,0.000476,1
9,413,0.000552,1
9,144,0.000356,1
9,145,0.000344,1
9,145,0.000331,1
9,152,0.00037,1
9,144,0.000327,1
9,147,0.000339,1
9,144,0.000301,1
9,147,0.000324,1
0,66,0.001787,1
0,54,0.000161,0
4,71,0.001749,1
4,91,0.000578,0
2,130,0.000278,0
5,85,0.000418,0
5,65,0.000338,0
4,71,0.001635,1
4,91,0.000676,1
9,1392,0.004684,0
3,455,0.022239,1
0,54,0.000132,0
9,1392,0.000181,0
9,1392,0.003361,0
9,1392,0.026536,0
9,83,0.02076,1
9,1392,0.002567,1
9,1392,0,1
9,83,0.000492,1
9,1392,0.005322,1
9,1392,0,1
9,661,0,1
9,83,0.000453,1
9,83,0.001708,1
9,125,0.006637,1
9,113,0.000353,0
9,434,0.000584,0
9,164,0.000311,0
9,1392,0.000923,1
9,143,0,1
9,203,0.000435,1
9,165,0.000233,1
9,670,0.006338,0
9,119,0,0
9,69,0,0
9,75,0.000527,0
9,75,0.000192,0
9,75,0.000184,0
9,69,0.011657,0
9,67,0,0
9,1392,0.008879,1
9,670,0,0
9,71,0,0
9,71,0,0
9,70,0.000404,0
9,70,0,0
9,71,0.000496,0
9,70,0,0
9,120,0.000371,1
9,75,0.000764,0
9,75,0.000402,0
9,75,0.000424,0
