0,164,0,0
0,164,0.095448,0
0,54,0.04459,0
0,164,0.563123,0
0,164,0.044385,0
0,54,0.048678,0
1,188,0.749376,1
1,188,0.259628,1
11,70,0.01974,0
1,188,0.333341,1
1,188,0.166871,1
1,174,0.279699,1
1,174,0.30875,1
1,189,0.191225,1
1,189,0.26107,1
1,189,0.291545,1
1,189,0.327864,1
1,175,0.178719,1
1,175,0.261761,1
0,164,0.677185,0
13,75,0.046717,0
13,67,0.024068,0
0,164,0.049935,0
0,54,0.050626,0
0,164,0.485101,0
0,164,0.024117,0
0,54,0.052637,0
2,82,0.454706,0
2,404,0.022522,0
0,66,0.007742,1
0,66,0.031899,1
0,54,0.00016,0
3,968,0.000406,1
0,54,0.03304,0
0,579,0.016627,0
3,59,0,1
0,54,0.00015,0
0,54,0.00049,1
0,54,0.031839,1
0,54,0.000112,0
0,55,0.705698,0
0,66,0.006379,1
4,168,0.177184,0
4,434,0.00096,0
4,467,0,0
4,434,0.004861,0
4,419,0,0
4,426,0.000599,0
4,426,0,0
4,411,0.011585,0
2,75,1.091908,0
2,365,0.027569,0
9,1392,0.004369,0
9,1392,0.04562,0
9,1392,0.002065,0
0,55,0.036859,0
9,1392,0.00642,1
9,1392,0,1
9,1392,0.000374,1
9,1392,0,1
9,83,0.000436,1
9,83,0.000367,1
0,66,0.007791,1
9,1333,0.005655,1
9,83,0.002101,1
0,66,0.00754,1
9,125,0.002994,1
9,113,0.000351,0
9,1245,0.000802,0
0,66,0.010826,1
0,54,0.000176,0
7,571,0.004399,0
0,54,0.030426,0
9,671,0.000347,0
9,119,0,0
9,69,0,0
9,76,0.000696,0
9,75,0.026413,0
7,1466,0.032344,0
0,1466,0,0
0,54,0.000171,0
0,1466,0.000218,0
0,1466,0,0
0,54,0.000117,0
7,848,0.010098,0
7,118,0.001006,0
9,1388,0.005117,0
9,1392,0,0
9,77,0.001534,0
9,999,0.004104,0
9,1387,0,0
9,1392,0.002154,0
9,1392,0,0
9,1392,0.001245,0
9,1392,0,0
9,1392,0,0
9,1392,0,0
9,786,0,0
9,1387,0.001324,0
9,468,0,0
9,297,0,0
9,1387,0.000635,0
9,1392,0,0
9,75,0.000962,0
9,75,0.00057,0
9,75,0.000495,0
9,75,0.000495,0
9,1392,0.000254,0
9,1392,0,0
9,75,0.000276,0
9,1392,0.002154,0
9,1392,0,0
9,75,0.002547,0
9,75,0.000601,0
9,75,0.000439,0
9,75,0.000413,0
0,54,0.005183,0
9,1392,0.00851,0
9,1012,0,0
7,662,0,0
9,75,0.000885,0
9,75,0.026659,0
9,67,0.012344,0
0,54,0.006491,0
2,80,0.295796,0
2,96,0.027582,0
2,77,0.045461,0
2,129,0.024484,0
9,1392,0.00291,0
9,120,0.000556,1
9,1392,0.0466,0
9,1392,0.040115,1
9,670,0,0
9,1392,0.001862,1
9,75,0.000432,0
9,125,0.017608,0
9,75,0.026774,0
9,104,0.023045,0
9,75,0.000421,0
0,55,0.167425,0
0,66,0.005189,1
9,107,0.3472,0
9,1385,0.004166,0
9,1392,0,0
9,1392,0.000408,0
9,1392,0,0
9,642,0,0
9,75,0.000211,0
9,75,0.000341,0
9,75,0.000193,0
9,831,0.001175,0
9,1385,0,0
9,1392,0,0
9,294,0.000895,0
9,1385,0,0
9,896,0,0
9,75,0.000531,0
9,75,0.000362,0
9,75,0.000221,0
9,1385,0.001808,0
9,1392,0,0
9,75,0.0005,0
9,1392,0.001762,0
9,1392,0,0
9,75,0.001077,0
9,1392,0.00134,0
9,1392,0,0
9,78,0.000618,0
9,1392,0.002276,0
9,1392,0,0
9,1392,0.000373,0
9,1392,0,0
9,75,0.000174,0
9,75,0.000487,0
9,1392,0.002354,0
9,1392,0,0
9,75,0.000502,0
9,1392,0.001535,0
9,1392,0,0
9,75,0.000542,0
9,1392,0.00142,0
9,1392,0,0
9,75,0.000493,0
9,1392,0.00232,0
9,1392,0,0
9,75,0.000646,0
9,1392,0.011086,0
9,1111,0,0
9,75,0.000525,0
9,1385,0.027338,0
9,1167,0,0
9,75,0.000559,0
9,1385,0.001296,0
9,1392,0,0
9,75,0.000519,0
9,1392,0.00164,0
9,1392,0,0
9,75,0.000541,0
9,1392,0.017624,0
9,1392,0,0
9,537,0,0
9,75,0.000694,0
9,75,0.02708,0
9,500,0.04196,0
9,76,0.000484,0
0,164,0.215046,0
0,164,0.124383,0
0,54,0.047049,0
0,164,0.460531,0
0,164,0.022215,0
0,54,0.040243,0
9,511,0.197814,0
9,70,0.041858,0
9,75,0.025986,0
9,1084,0.293903,0
9,68,0,0
9,108,0,0
9,78,0.000744,0
9,75,0.000373,0
9,68,0.068802,0
9,1388,0.334389,0
9,744,0.000339,0
9,70,0.045204,0
9,75,0.025735,0
9,68,0.004219,0
9,1388,0.184142,0
9,1392,0,0
9,1392,0.000486,0
9,1392,0,0
9,1392,0.00066,0
9,1392,0,0
9,1392,0,0
9,1392,0,0
9,1392,0,0
9,1392,0,0
9,79,0.000445,0
9,75,0.000399,0
9,75,0.000382,0
9,75,0.000479,0
9,75,0.000572,0
9,1230,0.012494,0
9,321,0,0
9,75,0.000579,0
9,299,0.024303,0
9,68,0.035042,0
9,70,0,0
9,75,0.029256,0
9,1388,0.0607,0
9,238,0,0
9,68,0,0
9,78,0.000793,0
9,75,0.000452,0
2,75,0.06498,0
9,68,0.003874,0
2,91,0.020285,0
2,70,1.074894,0
2,86,0.024561,0
0,66,0.004386,1
0,66,0.033665,1
0,54,0.000174,0
7,571,0.003478,0
7,1466,0.048155,0
7,1360,0,0
0,54,0.000387,0
